基站编码,LAC,CI
"HUBSC100HWE_HUD4178安吉凤凰山信用社1800",16990.000000,32668.000000
"HUBSC100HWE_HUD4183安吉美达皮具1800",16990.000000,32691.000000
"HUBSC100HWE_HUD4183安吉美达皮具1800",16990.000000,32693.000000
"HUBSC94HWE_HUSFB2175A",16981.000000,33444.000000
"HUBSC96HWE_HUSFB1155A",16978.000000,35151.000000
"HUBSC94HWE_HUSFD2175E",16981.000000,35420.000000
"HUBSC94HWE_HUSFD2175J",16981.000000,43685.000000
"HUBSC96HWE_HUB1062南浔千金唐家坝",16978.000000,12361.000000
"HUBSC95HWE_HUSFB4222B",16990.000000,32867.000000
"HUBSC101HWE_HUB2124长兴水口金山",16981.000000,33188.000000
"HUBSC94HWE_HUB2062长兴虹星桥里塘",16981.000000,10979.000000
"HUBSC101HWE_HUB2151长兴泗安长岗岭木场",16981.000000,33385.000000
"HUBSC96HWE_HUB1010南浔和孚荻港",16978.000000,10434.000000
"HUBSC96HWE_HUB1102南浔建工大楼",16978.000000,35033.000000
"HUBSC96HWE_HUB1102南浔建工大楼",16978.000000,35032.000000
"HUBSC98HWE_HUB0223市区安监局大楼",16977.000000,31233.000000
"HUBSC98HWE_HUB0224市区阳光水岸",16977.000000,31582.000000
"HUBSC99HWE_HUB0194吴兴织里水泵房",16976.000000,8945.000000
"HUBSC102HWE_HUB0086吴兴埭溪大王山",16991.000000,11064.000000
"HUBSC99HWE_HUB0204吴兴织里秦家港",16976.000000,8392.000000
"HUBSC96HWE_HUB1073南浔双林华侨",16978.000000,8509.000000
"HUBSC99HWE_HUB0108吴兴道场钱山漾农场",16976.000000,8035.000000
"HUBSC102HWE_HUB0168吴兴杨家埠乌灵山",16991.000000,12350.000000
"HUBSC99HWE_HUB0260吴兴织里佳姿汽修",16976.000000,31402.000000
"HUBSC99HWE_HUB0261吴兴织里精茵园林",16976.000000,31407.000000
"HUBSC99HWE_HUB0263吴兴织里吊田圩",16976.000000,31416.000000
"HUBSC98HWE_HUB0215市区凯欣名座",16977.000000,31186.000000
"HUBSC99HWE_HUB0427吴兴太湖乐园",16976.000000,43577.000000
"HUBSC99HWE_HUB0255吴兴大家乐服装厂",16976.000000,31377.000000
"HUBSC98HWE_HUB0209市区残联大楼",16977.000000,31106.000000
"HUBSC102HWE_HUB0147吴兴妙西汤村",16991.000000,31013.000000
"HUBSC102HWE_HUB0148吴兴妙西王村",16991.000000,12346.000000
"HUBSC99HWE_HUB0203吴兴织里大朱",16976.000000,8954.000000
"HUBSC102HWE_HUB0164吴兴杨家埠三天门",16991.000000,10402.000000
"HUBSC102HWE_HUB0167吴兴杨家埠台台洋",16991.000000,8364.000000
"HUBSC98HWE_HUD0417市区清河嘉园79号楼1800",16977.000000,43531.000000
"HUBSC98HWE_HUD0417市区清河嘉园79号楼1800",16977.000000,43532.000000
"HUBSC98HWE_HUD0417市区清河嘉园79号楼1800",16977.000000,43533.000000
"HUBSC98HWE_HUD0153吴兴毗山福利院1800",16977.000000,31154.000000
"HUBSC98HWE_HUB0008市区震远同大楼",16977.000000,9090.000000
"HUBSC102HWE_HUB1085南浔下昂千丰",16991.000000,8676.000000
"HUBSC102HWE_HUB0090吴兴埭溪官泽",16991.000000,12234.000000
"HUBSC102HWE_HUB0458吴兴妙西沙家浜",16991.000000,43744.000000
"HUBSC98HWE_HUB0220市区城南水闸",16977.000000,31216.000000
"HUBSC98HWE_HUB0221市区石井富兴",16977.000000,31221.000000
"HUBSC98HWE_HUB0221市区石井富兴",16977.000000,31223.000000
"HUBSC96HWE_HUB1089南浔双林张介兜",16978.000000,10497.000000
"HUBSC96HWE_HUB1091南浔旧馆北港",16978.000000,10897.000000
"HUBSC96HWE_HUB1092南浔和孚戴家坝",16978.000000,12324.000000
"HUBSC99HWE_HUB0191吴兴织里晟舍",16976.000000,8897.000000
"HUBSC99HWE_HUB0076吴兴白雀王家村",16976.000000,8452.000000
"HUBSC96HWE_HUB1077南浔双林信用社",16978.000000,9875.000000
"HUBSC94HWE_HUB2225长兴开发区白溪",16981.000000,35653.000000
"HUBSC94HWE_HUB2226长兴雉城王浜头",16981.000000,35624.000000
"HUBSC94HWE_HUSFB2175B",16981.000000,33471.000000
"HUBSC102HWE_HUB0237吴兴东林直头港",16991.000000,31349.000000
"HUBSC102HWE_HUB0239吴兴东林后骧",16991.000000,31353.000000
"HUBSC99HWE_HUB0203吴兴织里大朱",16976.000000,8956.000000
"HUBSC99HWE_HUB0348吴兴白雀姚家坝",16976.000000,43494.000000
"HUBSC96HWE_HUB1026南浔巨人集团",16978.000000,9651.000000
"HUBSC96HWE_HUB1027南浔神通木业",16978.000000,8045.000000
"HUBSC99HWE_HUB0252吴兴织里阿祥建材城",16976.000000,31367.000000
"HUBSC96HWE_HUB1034南浔练市洪塘",16978.000000,9905.000000
"HUBSC96HWE_HUB1038南浔练市凯丽大酒店",16978.000000,8257.000000
"HUBSC99HWE_HUB0265吴兴织里费家汇",16976.000000,31431.000000
"HUBSC99HWE_HUB0265吴兴织里费家汇",16976.000000,31433.000000
"HUBSC102HWE_HUB0169吴兴杨家埠严家坟",16991.000000,8543.000000
"HUBSC101HWE_HUB2083长兴泗安五里渡",16981.000000,12125.000000
"HUBSC101HWE_HUB2084长兴泗安五里塘",16981.000000,8969.000000
"HUBSC98HWE_HUSFD0033C",16977.000000,43824.000000
"HUBSC94HWE_HUB2176长兴洪桥亭子桥",16981.000000,33535.000000
"HUBSC101HWE_HUB2130长兴泗安茅塔",16981.000000,33045.000000
"HUBSC101HWE_HUB2132长兴泗安仙山",16981.000000,33138.000000
"HUBSC101HWE_HUB2134长兴泗安朱家园",16981.000000,33028.000000
"HUBSC94HWE_HUB2070长兴李家巷青草坞",16981.000000,33579.000000
"HUBSC94HWE_HUB2156长兴吴山乡吴山村北淙",16981.000000,33391.000000
"HUBSC94HWE_HUB2156长兴吴山乡吴山村北淙",16981.000000,33393.000000
"HUBSC99HWE_HUSFB0242A",16976.000000,31796.000000
"HUBSC97HWE_HUB3032德清新安下舍",16992.000000,11137.000000
"HUBSC97HWE_HUB3083德清武康湖塘里",16992.000000,8019.000000
"HUBSC97HWE_HUB3078德清工行",16992.000000,11010.000000
"HUBSC98HWE_HUB0009市区职业技术学校",16977.000000,8206.000000
"HUBSC102HWE_HUB0115吴兴东林保国",16991.000000,8003.000000
"HUBSC102HWE_HUB0116吴兴东林保增",16991.000000,12273.000000
"HUBSC98HWE_HUB0048市区奚家庄",16977.000000,10306.000000
"HUBSC98HWE_HUD0272市区白蚁防疫站1800",16977.000000,31050.000000
"HUBSC97HWE_HUD3154德清计生局1800",16992.000000,34148.000000
"HUBSC97HWE_HUD3158德清城区塔山人家1800",16992.000000,34035.000000
"HUBSC99HWE_HUB0186吴兴织里联漾",16976.000000,12308.000000
"HUBSC101HWE_HUB2241长兴泗安台塘",16981.000000,43890.000000
"HUBSC98HWE_HUSFB0215A",16977.000000,31496.000000
"HUBSC97HWE_HUSFD3189A",16992.000000,43712.000000
"HUBSC101HWE_HUB2077长兴林城天平桥",16981.000000,35526.000000
"HUBSC99HWE_HUSFB0075D",16976.000000,35499.000000
"HUBSC98HWE_HUB0225市区众鑫广场",16977.000000,31247.000000
"HUBSC98HWE_HUB0019市区府庙",16977.000000,8215.000000
"HUBSC98HWE_HUB0052市区余家漾小区",16977.000000,12183.000000
"HUBSC102HWE_HUB0110吴兴道场双塘",16991.000000,8958.000000
"HUBSC102HWE_HUB0445吴兴东林新开元码头",16991.000000,43669.000000
"HUBSC98HWE_HUB0024市区湖东十六局大楼",16977.000000,8290.000000
"HUBSC102HWE_HUB0234吴兴道场乡施家桥红家山",16991.000000,31338.000000
"HUBSC96HWE_HUB1018南浔练市新会",16978.000000,8878.000000
"HUBSC99HWE_HUB0242吴兴行政中心",16976.000000,31360.000000
"HUBSC102HWE_HUB0245吴兴西南开发区利华机械",16991.000000,31584.000000
"HUBSC102HWE_HUB0118吴兴东林东华",16991.000000,8536.000000
"HUBSC99HWE_HUSFD0449B",16976.000000,43696.000000
"HUBSC96HWE_HUB1010南浔和孚荻港",16978.000000,10433.000000
"HUBSC98HWE_HUB0224市区阳光水岸",16977.000000,31581.000000
"HUBSC98HWE_HUB0224市区阳光水岸",16977.000000,31583.000000
"HUBSC99HWE_HUB0226吴兴高级中学",16976.000000,31326.000000
"HUBSC96HWE_HUB1050南浔石淙",16978.000000,8593.000000
"HUBSC96HWE_HUB1051南浔菱湖新溪",16978.000000,8675.000000
"HUBSC98HWE_HUB0023市区核262所",16977.000000,8769.000000
"HUBSC102HWE_HUB0087吴兴埭溪东红",16991.000000,8880.000000
"HUBSC102HWE_HUB0168吴兴杨家埠乌灵山",16991.000000,12349.000000
"HUBSC99HWE_HUB0262吴兴织里旧馆朱家潭",16976.000000,31413.000000
"HUBSC98HWE_HUB0214市区湖州大厦",16977.000000,31181.000000
"HUBSC102HWE_HUB0446吴兴东林东南村",16991.000000,43679.000000
"HUBSC96HWE_HUB1007南浔和孚长超",16978.000000,9185.000000
"HUBSC94HWE_HUSFD2005E",16981.000000,43783.000000
"HUBSC94HWE_HUSFD2022C",16981.000000,33298.000000
"HUBSC97HWE_HUB3018德清供销物资大楼",16992.000000,9283.000000
"HUBSC97HWE_HUB3004德清城关官庄",16992.000000,34001.000000
"HUBSC99HWE_HUB0067吴兴八里店章家埭",16976.000000,8438.000000
"HUBSC102HWE_HUB0120吴兴东林锦山",16991.000000,9203.000000
"HUBSC102HWE_HUB0121吴兴东林七八湾",16991.000000,10114.000000
"HUBSC94HWE_HUSFB2150A",16981.000000,33480.000000
"HUBSC98HWE_HUB0010市区中行",16977.000000,9075.000000
"HUBSC98HWE_HUB0011市区白蘋洲宾馆",16977.000000,11163.000000
"HUBSC99HWE_HUB0013市区蚕科所",16976.000000,10913.000000
"HUBSC98HWE_HUB0015市区潮音大厦",16977.000000,11698.000000
"HUBSC102HWE_HUB0169吴兴杨家埠严家坟",16991.000000,8548.000000
"HUBSC98HWE_HUB0043市区市陌",16977.000000,9123.000000
"HUBSC96HWE_HUB1004南浔东迁宝山",16978.000000,12360.000000
"HUBSC101HWE_HUB2078长兴林城西庄",16981.000000,8251.000000
"HUBSC101HWE_HUB2224长兴夹浦仙人浜GT",16981.000000,35660.000000
"HUBSC101HWE_HUB2101长兴二界岭",16981.000000,33090.000000
"HUBSC97HWE_HUB3008德清城关联星",16992.000000,8569.000000
"HUBSC102HWE_HUB0125吴兴东林星华",16991.000000,9265.000000
"HUBSC95HWE_HUSFB4192A",16990.000000,35389.000000
"HUBSC94HWE_HUSFB2161A",16981.000000,35386.000000
"HUBSC99HWE_HUSFB0202A",16976.000000,31825.000000
"HUBSC102HWE_HUB0147吴兴妙西汤村",16991.000000,31012.000000
"HUBSC102HWE_HUB0151吴兴埭溪镇水",16991.000000,31016.000000
"HUBSC102HWE_HUB0164吴兴杨家埠三天门",16991.000000,10403.000000
"HUBSC98HWE_HUB0251市区意泰工业园",16977.000000,31293.000000
"HUBSC96HWE_HUB1032南浔练市工业园",16978.000000,9843.000000
"HUBSC96HWE_HUB1034南浔练市洪塘",16978.000000,9907.000000
"HUBSC96HWE_HUB1035南浔练市花林",16978.000000,8498.000000
"HUBSC99HWE_HUB0263吴兴织里吊田圩",16976.000000,31418.000000
"HUBSC98HWE_HUB0043市区市陌",16977.000000,9121.000000
"HUBSC98HWE_HUB0045市区丝绸城",16977.000000,12275.000000
"HUBSC96HWE_HUB1005南浔东迁东上林",16978.000000,8932.000000
"HUBSC99HWE_HUB0003吴兴太湖山庄",16976.000000,8337.000000
"HUBSC98HWE_HUB0007市区邮政局",16977.000000,11714.000000
"HUBSC101HWE_HUB2082长兴泗安塔上",16981.000000,33179.000000
"HUBSC94HWE_HUB2223长兴雉城沉渎港东庄GT",16981.000000,35659.000000
"HUBSC97HWE_HUB3009德清城关人保公司",16992.000000,10066.000000
"HUBSC99HWE_HUB0226吴兴高级中学",16976.000000,31327.000000
"HUBSC96HWE_HUB1101南浔新阳光大酒店",16978.000000,35030.000000
"HUBSC98HWE_HUB0217市区老湖中体育馆",16977.000000,31199.000000
"HUBSC102HWE_HUB0136吴兴妙西后沈埠",16991.000000,8663.000000
"HUBSC99HWE_HUB1022南浔旧馆三田漾",16976.000000,8493.000000
"HUBSC99HWE_HUB0350吴兴织里庙兜村",16976.000000,31737.000000
"HUBSC99HWE_HUB0354吴兴环渚金泰科技",16976.000000,35152.000000
"HUBSC98HWE_HUB0031市区嘉年华仓储",16977.000000,8439.000000
"HUBSC96HWE_HUB1064南浔善琏",16978.000000,8385.000000
"HUBSC96HWE_HUB1067南浔神通电缆",16978.000000,8024.000000
"HUBSC96HWE_HUB1044南浔菱湖南双林",16978.000000,8265.000000
"HUBSC97HWE_HUB3032德清新安下舍",16992.000000,11139.000000
"HUBSC96HWE_HUSFB1155B",16978.000000,35583.000000
"HUBSC94HWE_HUSFB2003D",16981.000000,33583.000000
"HUBSC96HWE_HUB1056南浔双林西阳",16978.000000,8196.000000
"HUBSC96HWE_HUB1060南浔南星木业",16978.000000,9793.000000
"HUBSC101HWE_HUB2121长兴煤山",16981.000000,33047.000000
"HUBSC101HWE_HUB2123长兴水口徽州庄",16981.000000,33058.000000
"HUBSC101HWE_HUB2127长兴泗安长潮",16981.000000,33027.000000
"HUBSC102HWE_HUB0171吴兴杨家埠高速收费站",16991.000000,8467.000000
"HUBSC102HWE_HUB0092吴兴埭溪馒头山",16991.000000,8541.000000
"HUBSC96HWE_HUB1104南浔和孚陈塔村委",16978.000000,35042.000000
"HUBSC96HWE_HUB1106南浔横街迎春香山",16978.000000,35046.000000
"HUBSC99HWE_HUB1107南浔旧馆葫芦兜",16976.000000,35097.000000
"HUBSC96HWE_HUB1003南浔和孚王家兜",16978.000000,12315.000000
"HUBSC96HWE_HUB1012南浔和孚双福桥",16978.000000,12318.000000
"HUBSC101HWE_HUB2217长兴林城开发区",16981.000000,35618.000000
"HUBSC94HWE_HUB2097长兴雉城沉渎港",16981.000000,12113.000000
"HUBSC101HWE_HUB2106长兴槐坎青元岭",16981.000000,33042.000000
"HUBSC99HWE_HUB0229吴兴八里店义山小学",16976.000000,31333.000000
"HUBSC99HWE_HUB0230吴兴八里店啄木鸟集团",16976.000000,31259.000000
"HUBSC99HWE_HUB0070吴兴八里店紫金桥",16976.000000,11060.000000
"HUBSC102HWE_HUB0124吴兴东林水南",16991.000000,11135.000000
"HUBSC101HWE_HUB2083长兴泗安五里渡",16981.000000,12126.000000
"HUBSC94HWE_HUB2087长兴吴山",16981.000000,11441.000000
"HUBSC99HWE_HUSFB0185A",16976.000000,31799.000000
"HUBSC96HWE_HUB1019南浔建行",16978.000000,8226.000000
"HUBSC98HWE_HUB0019市区府庙",16977.000000,8213.000000
"HUBSC96HWE_HUB1053南浔菱湖制丝二厂",16978.000000,10355.000000
"HUBSC102HWE_HUB0163吴兴杨家埠罗家浜",16991.000000,8350.000000
"HUBSC96HWE_HUB1087南浔浔东",16978.000000,9667.000000
"HUBSC94HWE_HUB2064长兴虹星桥",16981.000000,11314.000000
"HUBSC97HWE_HUB3061德清三合下杨",16992.000000,10226.000000
"HUBSC101HWE_HUB2136长兴小浦潘家",16981.000000,33024.000000
"HUBSC101HWE_HUB2137长兴小浦箬卡",16981.000000,33191.000000
"HUBSC99HWE_HUB0258吴兴织里法院",16976.000000,31392.000000
"HUBSC98HWE_HUB0024市区湖东十六局大楼",16977.000000,43974.000000
"HUBSC99HWE_HUB0259吴兴织里河西村泥坝",16976.000000,31398.000000
"HUBSC98HWE_HUB0024市区湖东十六局大楼",16977.000000,8291.000000
"HUBSC96HWE_HUB1043南浔菱湖灵山",16978.000000,12356.000000
"HUBSC102HWE_HUB1086南浔下昂山塘",16991.000000,8537.000000
"HUBSC102HWE_HUB0486吴兴东林胜利村GT",16991.000000,43756.000000
"HUBSC99HWE_HUB0266吴兴织里钱娄",16976.000000,31437.000000
"HUBSC98HWE_HUB0221市区石井富兴",16977.000000,31222.000000
"HUBSC96HWE_HUB1001南浔横街",16978.000000,8753.000000
"HUBSC99HWE_HUB0187吴兴织里梦园大酒店",16976.000000,8639.000000
"HUBSC99HWE_HUB0076吴兴白雀王家村",16976.000000,8453.000000
"HUBSC96HWE_HUB1082南浔双林周家兜",16978.000000,8905.000000
"HUBSC97HWE_HUB3011德清城关卫星",16992.000000,8837.000000
"HUBSC97HWE_HUB3012德清城关幸福",16992.000000,8558.000000
"HUBSC99HWE_HUB0017市区大东吴大楼",16976.000000,8458.000000
"HUBSC99HWE_HUB0256吴兴织里东桥",16976.000000,31385.000000
"HUBSC99HWE_HUB0257吴兴织里东盛幼儿园",16976.000000,31388.000000
"HUBSC99HWE_HUB0258吴兴织里法院",16976.000000,31393.000000
"HUBSC99HWE_HUB0056吴兴八里店戴北",16976.000000,12305.000000
"HUBSC99HWE_HUB0059吴兴八里店陆家斗",16993.000000,8002.000000
"HUBSC98HWE_HUD0412市区鼎立大厦1800",16977.000000,35562.000000
"HUBSC102HWE_HUB0236吴兴东林开发区",16991.000000,31345.000000
"HUBSC95HWE_HUSFD4201B",16990.000000,43896.000000
"HUBSC99HWE_HUB0075吴兴白雀莫家埭",16976.000000,8949.000000
"HUBSC99HWE_HUB0075吴兴白雀莫家埭",16976.000000,8950.000000
"HUBSC96HWE_HUSFB1114B",16978.000000,35221.000000
"HUBSC97HWE_HUB3032德清新安下舍",16992.000000,11138.000000
"HUBSC94HWE_HUB2089长兴雉城白莲桥",16981.000000,8987.000000
"HUBSC94HWE_HUB2090长兴雉城包桥",16981.000000,10481.000000
"HUBSC94HWE_HUB2090长兴雉城包桥",16981.000000,10483.000000
"HUBSC101HWE_HUB2147长兴林城北汤",16981.000000,33367.000000
"HUBSC97HWE_HUB3047德清莫干山荫山街",16992.000000,34030.000000
"HUBSC94HWE_HUB2165长兴城东派出所",16981.000000,33431.000000
"HUBSC99HWE_HUB0193吴兴织里世诚服饰",16976.000000,8302.000000
"HUBSC99HWE_HUB0193吴兴织里世诚服饰",16976.000000,8303.000000
"HUBSC96HWE_HUB1050南浔石淙",16978.000000,8594.000000
"HUBSC99HWE_HUB0205吴兴织里宾馆",16976.000000,9746.000000
"HUBSC102HWE_HUB0051市区杨家庄",16991.000000,10323.000000
"HUBSC96HWE_HUB1075南浔双林莫蓉",16978.000000,9011.000000
"HUBSC96HWE_HUB1042南浔辽西宾馆",16978.000000,9683.000000
"HUBSC102HWE_HUB0207吴兴西南开发区东烁服饰",16991.000000,31045.000000
"HUBSC102HWE_HUB0208市区军分区",16991.000000,31088.000000
"HUBSC98HWE_HUB0211市区房总锦绣苑",16977.000000,31158.000000
"HUBSC102HWE_HUB0244吴兴西南开发区盛湾",16991.000000,31274.000000
"HUBSC96HWE_HUSFD1133B",16978.000000,44003.000000
"HUBSC96HWE_HUSFD1155C",16978.000000,44001.000000
"HUBSC97HWE_HUB3018德清供销物资大楼",16992.000000,9282.000000
"HUBSC102HWE_HUB0119吴兴东林东溪桥",16991.000000,8042.000000
"HUBSC94HWE_HUSFD2888B",16981.000000,33399.000000
"HUBSC94HWE_HUSFB2095A",16981.000000,33498.000000
"HUBSC94HWE_HUSFB2142A",16981.000000,33543.000000
"HUBSC102HWE_HUB0074吴兴白雀垄山",16991.000000,9777.000000
"HUBSC98HWE_HUSFD0002C",16977.000000,31807.000000
"HUBSC94HWE_HUSFB2018A",16981.000000,33571.000000
"HUBSC98HWE_HUSFD0045D",16977.000000,43763.000000
"HUBSC101HWE_HUB2148长兴林城方山窑",16981.000000,33321.000000
"HUBSC97HWE_HUB3042德清莫干山皇后饭店",16992.000000,34026.000000
"HUBSC98HWE_HUB0038市区临湖桥",16977.000000,8835.000000
"HUBSC98HWE_HUB0041市区秋氏服饰",16977.000000,8228.000000
"HUBSC102HWE_HUB0036市区开发区澳普蓝",16991.000000,43418.000000
"HUBSC99HWE_HUB0188吴兴织里棉布城",16976.000000,10161.000000
"HUBSC99HWE_HUB0077吴兴白雀",16976.000000,9618.000000
"HUBSC98HWE_HUB0130吴兴环渚乡",16977.000000,8819.000000
"HUBSC96HWE_HUB1080南浔双林镇西",16978.000000,9890.000000
"HUBSC94HWE_HUSFB2175D",16981.000000,33158.000000
"HUBSC97HWE_HUB3013德清城关雪莲公司",16992.000000,10098.000000
"HUBSC97HWE_HUB3025德清新安勾里",16992.000000,9249.000000
"HUBSC97HWE_HUSFB3079A",16992.000000,34251.000000
"HUBSC97HWE_HUSFB3080B",16992.000000,34028.000000
"HUBSC99HWE_HUSFB0268A",16976.000000,31748.000000
"HUBSC98HWE_HUSFD0352A",16977.000000,35540.000000
"HUBSC101HWE_HUB2152长兴二界岭初康",16981.000000,33318.000000
"HUBSC99HWE_HUSFD0449B",16976.000000,43697.000000
"HUBSC95HWE_HUSFB4040B",16990.000000,32862.000000
"HUBSC97HWE_HUD3078德清工行1800",16992.000000,34053.000000
"HUBSC99HWE_HUSFB0075A",16976.000000,31504.000000
"HUBSC98HWE_HUSFB0128A",16977.000000,43692.000000
"HUBSC99HWE_HUSFB0180A",16976.000000,31528.000000
"HUBSC102HWE_HUB0136吴兴妙西后沈埠",16991.000000,8665.000000
"HUBSC102HWE_HUB0146吴兴妙西稍康",16991.000000,31023.000000
"HUBSC96HWE_HUB1047南浔菱湖皮机厂",16978.000000,10338.000000
"HUBSC102HWE_HUB1049南浔菱湖射中",16991.000000,8881.000000
"HUBSC99HWE_HUB0178吴兴织里大河2",16976.000000,8951.000000
"HUBSC99HWE_HUB0178吴兴织里大河2",16976.000000,8953.000000
"HUBSC99HWE_HUB0254吴兴织里城管停车场",16976.000000,31373.000000
"HUBSC96HWE_HUSFB1090A",16978.000000,35237.000000
"HUBSC102HWE_HUB0144吴兴妙西潘村",16991.000000,31019.000000
"HUBSC102HWE_HUB0146吴兴妙西稍康",16991.000000,31005.000000
"HUBSC98HWE_HUB0015市区潮音大厦",16977.000000,11699.000000
"HUBSC98HWE_HUB0016市区城建处",16977.000000,8193.000000
"HUBSC102HWE_HUB0150吴兴妙西肇村",16991.000000,31014.000000
"HUBSC102HWE_HUB0166吴兴杨家埠石水桥",16991.000000,12265.000000
"HUBSC99HWE_HUB0195吴兴织里太湖",16976.000000,11761.000000
"HUBSC99HWE_HUB0195吴兴织里太湖",16976.000000,11763.000000
"HUBSC102HWE_HUB0271吴兴杨家埠汇晶化工",16991.000000,31305.000000
"HUBSC98HWE_HUB0019市区府庙",16977.000000,8214.000000
"HUBSC98HWE_HUB0020市区富城商楼",16977.000000,8757.000000
"HUBSC102HWE_HUB0110吴兴道场双塘",16991.000000,8959.000000
"HUBSC98HWE_HUB0024市区湖东十六局大楼",16977.000000,8289.000000
"HUBSC102HWE_HUB0234吴兴道场乡施家桥红家山",16991.000000,31339.000000
"HUBSC96HWE_HUB1018南浔练市新会",16978.000000,8879.000000
"HUBSC99HWE_HUB0243吴兴环渚丁家港",16976.000000,31362.000000
"HUBSC102HWE_HUB0245吴兴西南开发区利华机械",16991.000000,31585.000000
"HUBSC102HWE_HUB0411吴兴杭宁埭溪休息区",16991.000000,35558.000000
"HUBSC96HWE_HUB1070南浔双林东双林",16978.000000,8679.000000
"HUBSC96HWE_HUB1071南浔双林箍桶兜",16978.000000,9585.000000
"HUBSC96HWE_HUB1072南浔双林后坝",16978.000000,8614.000000
"HUBSC97HWE_HUB3016德清千秋街网通机房",16992.000000,10018.000000
"HUBSC95HWE_HUSFB4140A",16990.000000,32809.000000
"HUBSC94HWE_HUSFD2889A",16981.000000,35551.000000
"HUBSC97HWE_HUB3023德清雷甸北坝",16992.000000,12369.000000
"HUBSC94HWE_HUB2174长兴雉城瓦屋村",16981.000000,33532.000000
"HUBSC101HWE_HUB2121长兴煤山",16981.000000,33046.000000
"HUBSC95HWE_HUSFB4030A",16990.000000,32814.000000
"HUBSC99HWE_HUB0269吴兴八里店计家湾",16976.000000,31450.000000
"HUBSC96HWE_HUB1089南浔双林张介兜",16978.000000,10498.000000
"HUBSC96HWE_HUB1090南浔中江印染",16978.000000,8860.000000
"HUBSC96HWE_HUB1091南浔旧馆北港",16978.000000,10898.000000
"HUBSC96HWE_HUB1092南浔和孚戴家坝",16978.000000,12323.000000
"HUBSC96HWE_HUB1093南浔和孚佛堂埭",16978.000000,9672.000000
"HUBSC98HWE_HUB0212市区枫丹白露",16977.000000,31165.000000
"HUBSC99HWE_HUB0191吴兴织里晟舍",16976.000000,8898.000000
"HUBSC99HWE_HUB0078吴兴白雀渔山村",16976.000000,8526.000000
"HUBSC99HWE_HUB0198吴兴织里银湖宾馆",16976.000000,8211.000000
"HUBSC102HWE_HUB0135吴兴妙西红山岭",16991.000000,35504.000000
"HUBSC102HWE_HUB0420吴兴杨家埠硅砖厂",16991.000000,35635.000000
"HUBSC98HWE_HUB0421吴兴西南开发区中科英华",16977.000000,35637.000000
"HUBSC102HWE_HUB0424吴兴妙西杨湾GT",16991.000000,31843.000000
"HUBSC96HWE_HUB1078南浔双林永丰丝织厂",16978.000000,11180.000000
"HUBSC96HWE_HUB1079南浔双林",16978.000000,8246.000000
"HUBSC94HWE_HUB2225长兴开发区白溪",16981.000000,35654.000000
"HUBSC102HWE_HUB0239吴兴东林后骧",16991.000000,31354.000000
"HUBSC94HWE_HUSFB2001B",16981.000000,33564.000000
"HUBSC99HWE_HUB0057吴兴八里店戴山村",16976.000000,8562.000000
"HUBSC99HWE_HUB0059吴兴八里店陆家斗",16993.000000,8001.000000
"HUBSC96HWE_HUB1043南浔菱湖灵山",16978.000000,12355.000000
"HUBSC96HWE_HUB1088南浔瑶田",16978.000000,9698.000000
"HUBSC96HWE_HUB1089南浔双林张介兜",16978.000000,10499.000000
"HUBSC98HWE_HUB0212市区枫丹白露",16977.000000,31164.000000
"HUBSC99HWE_HUB0187吴兴织里梦园大酒店",16976.000000,8640.000000
"HUBSC99HWE_HUB0191吴兴织里晟舍",16976.000000,8899.000000
"HUBSC102HWE_HUB0135吴兴妙西红山岭",16991.000000,35505.000000
"HUBSC102HWE_HUB0420吴兴杨家埠硅砖厂",16991.000000,35634.000000
"HUBSC102HWE_HUB0423吴兴埭溪上强张家浜GT",16991.000000,31847.000000
"HUBSC96HWE_HUB1082南浔双林周家兜",16978.000000,8906.000000
"HUBSC97HWE_HUB3010德清城关丝绸大楼",16992.000000,11027.000000
"HUBSC96HWE_HUB1076南浔双林岂山圩",16978.000000,12098.000000
"HUBSC96HWE_HUB1077南浔双林信用社",16978.000000,9873.000000
"HUBSC102HWE_HUB0239吴兴东林后骧",16991.000000,31355.000000
"HUBSC99HWE_HUB0240吴兴环渚二建房拆公司",16976.000000,31356.000000
"HUBSC99HWE_HUB0200吴兴织里轧村",16976.000000,8529.000000
"HUBSC102HWE_HUB0339市区开发区陆家兜",16991.000000,31856.000000
"HUBSC99HWE_HUB0348吴兴白雀姚家坝",16976.000000,43495.000000
"HUBSC96HWE_HUB1104南浔和孚陈塔村委",16978.000000,35040.000000
"HUBSC96HWE_HUB1003南浔和孚王家兜",16978.000000,12314.000000
"HUBSC96HWE_HUB1005南浔东迁东上林",16978.000000,8934.000000
"HUBSC102HWE_HUB1013南浔下昂",16991.000000,8627.000000
"HUBSC98HWE_HUB0002市区水利大楼",16977.000000,9825.000000
"HUBSC94HWE_HUB2216长兴雉城画溪",16981.000000,35614.000000
"HUBSC101HWE_HUB2217长兴林城开发区",16981.000000,35619.000000
"HUBSC99HWE_HUB0233吴兴八里店尹家圩",16976.000000,31263.000000
"HUBSC102HWE_HUB1085南浔下昂千丰",16991.000000,8678.000000
"HUBSC102HWE_HUB1086南浔下昂山塘",16991.000000,8539.000000
"HUBSC96HWE_HUB1087南浔浔东",16978.000000,9666.000000
"HUBSC99HWE_HUB0266吴兴织里钱娄",16976.000000,31439.000000
